age,study_hours,class_attendance,sleep_hours,sleep_quality,exam_difficulty,facility_rating,exam_score
18,2.89,53.5,4.5,3,1,3,47.1
24,6.37,81.7,5.7,2,3,1,68.3
22,7.6,51.9,8.8,3,2,2,83
17,0.21,48,8.3,2,2,3,38.8
17,7.71,97,9.9,2,3,1,100
20,1.33,78.6,9.9,2,3,2,31.5
19,2.38,96.8,5.9,1,2,2,49.3
19,5.02,43.8,5.5,3,1,1,48.2
21,5.73,42.1,4.7,2,2,1,52.2
18,1.36,56.8,7.1,2,2,1,56.5
18,1.09,42.3,8.9,3,2,3,61.9
22,2.29,66.3,8.4,1,2,3,47.6
24,2.6,97.7,5.3,2,1,1,65.1
19,2.55,61.4,6.4,1,1,3,39.6
24,1.37,83.9,8.8,2,2,3,81
19,7.77,78.8,6.1,3,2,3,100
19,6.38,41.9,5.9,1,1,2,45.5
17,7.84,53.9,8.7,2,1,1,88.1
20,0.83,77.8,6.6,3,3,1,45.4
20,0.6,45.5,4.1,3,1,2,33.7
22,4.29,67.4,9.1,3,2,2,79.4
18,4.92,80.7,9.5,2,2,3,96.8
18,5.08,60.4,8.9,2,2,1,78.1
20,0.75,58.7,7,1,1,2,32.6
17,6.75,83.4,8.7,3,2,2,84
18,3.92,65.1,8.4,1,2,3,57.4
22,2.95,71.9,6.7,3,2,3,58.7
24,4.04,52,6.1,3,3,1,54.5
21,0.32,87.4,9.7,1,1,2,32.2
18,1.72,76,6.6,2,2,1,46.9
24,7.91,98.4,4.8,2,2,3,100
21,4.42,85.4,4.8,3,3,1,73.7
22,0.63,76,6.3,1,2,2,24.6
18,2.34,76.9,6.5,3,2,3,52.5
21,1.48,60,4.8,1,1,1,45.6
17,7.4,66.7,6.7,2,2,2,73.4
22,6.45,80.4,5.3,3,2,2,78.8
18,4.38,70.9,9.5,3,2,1,68.1
24,7.61,97.3,7.8,1,2,2,82.3
17,2.98,73.2,6.5,3,2,2,63.4
22,6.92,40.8,8.2,3,1,3,73.8
18,3.74,47.6,9.5,2,2,1,34.4
22,6.79,42.8,4.2,1,2,3,62.2
20,7.21,94.2,8.1,2,2,1,89.5
24,3.7,58.9,6.1,1,1,1,69.5
22,1.42,90.2,7.7,2,2,3,55
19,1.54,66.7,7.6,3,3,2,28.9
17,2.31,95.2,4.5,1,1,2,62.3
21,1.78,68.9,8,3,1,3,61.7
20,3.11,91.6,5.1,2,2,2,52
17,4.05,80.3,8.9,3,2,3,100
21,0.7,56,5.2,3,2,2,37.3
18,7.28,74.6,6.1,2,2,1,91.5
18,0.08,56.1,8.9,1,2,3,36
17,1.11,52,5.5,2,2,3,53.1
19,0.08,59.2,7.6,3,2,1,27.4
18,7.89,57.8,4.1,2,1,3,77.6
17,3.29,69.8,4.5,2,3,2,52.2
20,1.57,78.2,9.5,3,2,2,48.8
18,0.95,98,4.3,1,2,2,41
18,2.96,68.2,5.5,2,2,3,40.5
20,7.81,85.7,9,2,2,2,100
17,4.39,69.5,7.4,2,1,2,70.9
24,2.83,66,5.6,3,2,1,60.7
20,2.92,64.7,5.5,1,2,3,43.7
24,0.94,92.5,5.6,1,3,1,24.9
24,4.14,48.8,5.9,2,2,3,43.8
24,3.39,57.4,5.9,3,1,1,55.2
21,5.83,83.3,6.8,2,3,1,65.3
20,1.54,57.7,6.4,2,1,1,22.6
22,1.1,40.6,8.7,1,2,1,40.9
17,4.65,53,9,3,3,1,53.1
23,5.94,41.8,7.2,3,1,2,90.8
19,3.98,57.5,4.2,3,2,2,49
17,6.32,59.6,7.5,1,1,3,64.7
18,6.73,97.2,6.1,2,3,3,91.5
18,7.33,88.5,5.2,3,2,1,82.8
17,3.03,47.3,7,3,1,2,65.6
22,7.23,47.4,9.9,3,1,1,80
17,5.67,99.4,5.8,2,2,2,92.9
23,5,80.3,4.7,1,3,2,47.3
20,4.43,77.5,4.7,2,3,3,57
22,0.16,75.3,5.9,1,1,1,37.2
19,4.48,49,7.4,1,2,2,50.1
18,6.23,55.9,4.8,2,2,3,71.6
18,7.91,65.9,8.5,2,3,3,74.5
22,3.46,66.8,9.6,2,2,1,64.2
22,7.91,98.2,9.9,1,3,3,82.9
19,1.37,42.6,7.3,3,3,1,31.9
19,7.67,40.9,4.6,3,1,1,62.8
24,4.72,94.9,9,2,3,1,84.3
23,5.3,92.7,9.2,3,1,3,91.7
20,4.59,57.4,5.7,1,2,2,64.6
18,7.86,59.3,7.5,1,3,1,77.9
19,0.35,75.5,5.9,2,2,2,34.7
21,3.28,52.1,8.1,2,1,2,56.1
21,7,92.5,8.6,1,1,3,91.7
18,1.34,56.2,6,1,3,3,54.1
17,4.56,43.6,4.1,1,2,1,49.6
20,4.19,72,6.4,2,2,2,74.4
23,6.46,84,5.3,1,2,1,76.3
18,7.35,97.4,6.5,2,1,2,79
20,2.07,77.5,9.9,2,1,2,46.7
18,5.55,46.1,4.2,3,2,2,68.8
18,4.38,79.7,6,3,1,1,67
21,5.3,45.6,7,1,3,2,53.8
19,1.6,51.7,6.9,2,1,1,49.8
19,2.18,57.8,5.3,3,2,2,57.4
24,4.4,43.3,8.6,2,2,2,64.9
18,0.08,62,5.8,3,1,1,37
18,5.73,86,5,2,1,3,83.8
24,1.29,43.2,9.1,1,2,3,35.7
21,7.45,69.8,8.8,1,2,3,90
17,6.88,53.6,7.4,2,2,2,90.7
20,4.99,74,5.3,1,2,3,56.5
21,7.13,69.5,9.7,1,1,3,75.9
19,7.9,50,5.7,3,2,2,75.8
21,6.2,91.2,6.9,1,2,2,83.7
22,5.01,70,9.4,3,2,1,61.7
19,3.59,99.1,8.6,2,3,1,62.5
23,6.51,99.1,6.9,1,1,3,77.4
20,5.64,55.1,6.7,1,1,3,54.8
24,3.78,93,5.7,1,2,1,41
17,4,83.2,8.8,3,2,2,80.5
19,1.83,65.9,9.7,1,2,2,62.6
22,6.31,88.9,9.2,1,1,2,64.8
24,7.03,65.2,6.7,3,1,1,77.7
18,0.13,69.5,9.8,3,1,3,74.5
24,0.9,62.3,4.1,1,1,3,28.9
18,7.91,90.6,5.9,1,1,2,96.8
20,1.42,94.4,8.8,2,1,2,59.4
19,5.89,49.1,9.8,2,1,3,63
20,3.85,75.4,9.8,1,2,3,68.9
24,4.17,47,7.1,1,1,1,38.9
22,0.87,93.1,9.7,2,2,2,51.8
23,1.1,53.2,7.6,2,1,3,70.1
19,4.62,42.2,8.4,2,3,2,82.5
24,3.02,84.7,7.3,3,2,2,49
20,6.38,80,5.7,1,1,3,66.3
22,7.78,64.7,5.1,1,2,1,82.4
22,6.5,77.1,7.9,3,1,3,96.4
22,3.25,86.3,9.2,2,3,3,76.6
21,3.86,50.2,7.7,3,1,3,74.5
20,1.25,58.3,7.5,2,2,2,42.2
22,5.57,69.1,6.6,2,2,1,77.8
24,3.58,78,6.2,3,1,3,56.2
20,6.86,76.8,9.6,2,2,2,80.5
21,5.22,69.6,4.4,2,1,2,62.5
18,1.36,79.7,7.4,2,2,1,33.5
19,3.29,41.3,4.9,2,2,2,37.3
23,5.42,59.4,7.5,2,1,2,76.7
22,6.86,74.3,6.1,3,1,2,83.5
18,2.81,58.4,4.6,1,2,2,48.1
21,5.36,96.5,4.4,3,2,3,100
23,1.39,97.8,8.8,1,1,1,50.3
17,7.24,62.3,4.3,3,3,1,81
17,4.6,53.9,9.8,3,2,1,60.6
20,6.15,53.5,5.9,1,1,2,55.9
22,3.17,66.6,9.9,3,3,2,78.6
19,7.52,97.5,6.4,3,1,2,93.6
23,5.76,54.2,8.8,1,3,3,82
23,1.23,59.9,5,2,1,3,37.5
21,4.4,73.6,5.2,3,1,2,71.7
20,2.17,74.2,7.7,3,1,3,71.1
17,6.67,79.8,9.7,3,1,1,86
23,6.26,83.7,9.4,3,1,1,96.2
24,3.96,87.5,8.6,1,1,3,74.7
20,2.42,69.5,8.8,1,1,2,41.7
21,6.82,44.3,9.9,3,1,1,100
23,6.8,80.6,8.6,3,3,2,69.6
22,4.04,75.6,6.3,1,2,2,63.9
18,5.74,52.8,6,1,1,1,53.6
22,2.28,91.2,7,1,1,2,62.4
24,2.79,84.5,9.6,2,1,1,54.1
23,7.55,65.3,4.1,2,2,2,62.8
20,5.89,98.1,9.5,1,3,2,89.4
21,0.58,80.6,9.6,1,3,3,50.6
19,3.66,95.8,4.7,3,1,1,57.6
22,3.17,83.7,4.2,1,2,2,43
18,1.85,82.6,7.7,2,1,1,47.6
19,7.91,53.1,4.4,1,3,2,55.3
19,1.09,65.1,8.4,3,3,2,50.8
19,2.51,78.2,6.2,1,2,1,50
19,6.79,89.7,5.8,3,2,3,86.6
17,1.06,94.7,5.5,2,2,2,68.9
22,3.01,44.9,9,3,3,1,57
20,5.07,82.9,9.6,1,3,3,66.3
24,2.7,56,4.6,3,1,3,50.8
18,3.27,82.6,4.8,2,2,3,59.4
22,4.4,59,8.4,3,2,1,75.4
18,7.62,74.3,9.5,1,1,2,86.2
21,6.97,71.6,9.6,2,1,3,96.7
20,0.9,92.3,9.3,3,3,3,62.2
20,4.56,79.2,6.4,2,2,1,66.3
22,5.23,54.6,4.1,1,1,1,33.5
23,2.61,77.7,4.1,2,1,3,75
19,2.11,78.4,4.1,1,1,3,47.9
23,4.78,61.9,7,1,2,1,44.4
18,3.32,55.8,5.7,2,2,2,43.7
19,7.24,94.6,9.9,3,3,3,100
19,1.31,49.2,7.9,1,1,2,39.5
24,0.33,48.5,8.9,1,2,2,25.4
17,7.2,75.3,9.4,2,2,3,89
20,7.17,58.5,6.3,1,1,1,73.7
20,3.33,70.3,4.7,1,1,3,53.4
23,6.03,56.1,4.2,3,1,1,47.3
20,6.77,62.1,8.8,2,3,3,80
24,2.04,64.5,4.2,2,2,1,37.5
22,5.24,73.7,7.4,1,3,1,65.8
22,5.9,44.7,7.1,3,2,2,62.8
23,2.86,65.9,7,3,2,2,66.5
18,7.57,81.2,9.8,2,2,1,100
20,7.74,82.6,4.6,3,2,1,88.3
21,3.89,56.3,7.7,2,2,3,55.5
18,0.61,72.6,5.1,2,1,2,38.8
17,7.35,63.1,4.7,1,3,2,83.6
18,4.18,42.2,7.7,1,1,2,43.2
23,1.11,65.9,6.6,3,3,2,47.9
22,5.86,80.4,4.4,3,3,1,59.5
19,5.5,96.7,7.5,2,3,2,92
22,1.12,46.7,9.8,2,3,1,23.5
22,2.2,65.6,4.1,1,2,3,42
23,6.91,96.5,5.8,1,2,2,72.8
24,7.76,68.2,8.1,3,3,2,88.1
24,3.24,93.6,9,3,3,3,69.7
18,1.08,80.9,7.4,1,1,2,55.3
23,2.82,92,6.2,2,2,1,54.3
20,4.06,85.5,4.9,1,1,3,57.3
20,2.4,44.3,5,3,2,3,49.5
22,4.89,85.8,9.7,3,2,2,87.2
21,0.08,47.7,4.1,3,3,3,26.5
20,6.53,84.9,8,1,3,1,94.2
24,6.76,65.1,7.4,1,2,3,72.4
18,6.27,81.1,8.6,1,1,1,70.2
17,2.43,43.6,4.8,1,3,1,19.599
17,5.06,46.8,7.7,1,1,1,48.1
23,2.92,46.4,7.7,1,1,3,37.8
20,3.11,62.5,9,1,3,3,40.8
20,5.67,50.2,9.9,1,1,3,60.9
22,6.75,40.6,8.1,1,1,1,72.1
20,6.65,92.7,7.9,3,2,2,100
21,1.85,85.1,5.1,1,2,1,45.3
17,5.26,74.1,6.8,3,1,1,72.1
18,2.14,83.5,8.5,3,2,1,73.9
24,5.03,58.1,9.7,2,3,3,73.1
20,2.94,82.3,5.2,2,1,2,57.6
18,6.32,71.2,4.3,3,2,2,76.7
19,7.5,45.3,8.6,1,2,2,83.8
19,2.32,79.9,4.9,2,1,1,39.9
19,6.95,99.4,7.9,3,2,1,90.8
19,5.92,55.4,5.5,1,2,3,66.7
22,4.53,40.6,9.7,2,2,2,47.5
17,4.2,85,8.9,1,3,2,79.9
19,2.55,56.7,7.6,2,2,3,52.7
20,1.63,64.3,4.7,1,2,1,30.1
21,0.67,40.6,7.5,1,3,2,30.7
24,5.7,43.9,4.3,1,1,1,47.6
24,1.78,82.5,4.5,2,2,1,36.1
19,3.96,97.8,8.2,2,2,2,74.1
21,7.12,75.4,4.9,2,3,3,68.5
17,5.37,90.5,4.5,3,3,1,77.9
21,1.35,52.3,6.7,2,1,2,54.4
18,5.88,44.1,9.9,1,3,2,68.4
17,1.72,60.8,8.5,3,3,3,50.2
22,6.24,52.5,7,3,2,3,92.3
18,0.62,77,5,3,2,3,36.4
20,1.13,97.4,5.4,2,1,2,44.5
17,7.47,53.9,8.8,3,2,2,91.1
22,2.24,94.1,4.4,2,1,2,56.5
23,1.21,72.2,7.4,1,2,2,46.8
21,1.72,46.1,9.4,1,2,3,41.5
23,2.89,72.2,6.7,2,2,3,45.7
20,6.7,68,9.6,1,1,2,71.1
18,1.22,84.9,8.4,1,2,2,42.6
18,0.13,84.9,8.2,2,1,2,45.4
18,6.92,78.5,6.5,2,2,2,97.8
18,2.4,80.1,5,3,1,2,49.4
19,0.62,76.4,5.4,2,2,2,37.8
18,0.22,54.2,4.9,3,2,3,41.4
21,7.2,95.5,8.3,1,2,3,67.4
18,4.19,52.7,7.5,3,2,1,73.4
21,4.88,75.7,7.6,2,1,3,57.4
19,4.93,86.4,5.9,1,3,3,67.4
22,4.18,45,5.5,1,2,2,62.3
21,6.15,67,8.6,3,2,2,82.8
24,7.25,41.8,5.4,3,3,2,79.1
20,5.13,53.6,4.7,1,1,1,40.6
19,6.75,78.2,6.9,1,2,3,76.6
21,0.08,94.8,8.3,2,3,1,40.5
22,3.84,58.3,4.1,1,2,2,53.6
20,4.83,90.1,5.6,2,1,2,80.9
21,1.61,71.5,8,1,2,2,52.4
20,1.28,85.7,6.5,1,1,3,47.8
19,1.09,88.6,4.1,3,1,2,49.2
19,2.28,78.2,8.2,1,3,2,49.4
24,6.59,65.4,5.2,2,3,2,71
22,0.22,75,5.6,1,2,1,19.599
17,4.82,81.5,7,1,2,1,64
24,0.55,91.7,9.5,3,3,3,76.3
22,4.75,72.9,6.6,1,1,2,58
17,2.02,92.4,4.4,2,3,3,61.7
22,1.26,63.3,6.7,1,3,3,38.1
21,3.73,85.6,6.2,3,2,2,62.7
24,1.85,76.6,4.7,1,2,1,33.1
20,3.03,44.7,4.9,3,1,3,41.5
21,5.06,70.1,7.6,1,2,2,64.5
19,7.49,85.8,9.9,3,2,3,100
19,4.94,80.3,9.3,3,1,2,68.2
21,4.06,73.8,9,3,1,2,76.4
23,4.46,87.6,5.5,1,2,2,64.2
24,3.78,94.2,7.5,2,2,1,60.4
23,4.5,48.6,4.9,1,2,1,53.3
21,4.56,55.3,6.6,2,2,2,61.5
21,3.94,99.3,8.4,1,2,3,60
19,6.31,54.5,5.3,1,3,1,58.1
23,3.13,89.6,9.1,2,2,1,79.5
19,0.87,71.9,8.4,3,2,1,47.2
19,5.14,63.1,8,3,2,1,65.8
23,6.37,83.6,9.3,1,1,3,83.5
21,6.24,85.2,5.6,1,3,3,69.5
19,2.02,56.3,9.7,3,1,3,54.7
23,5.18,40.7,6.4,2,2,3,58.4
24,7.91,86.7,6.4,3,2,2,100
19,0.84,81.4,8.9,1,1,1,31.3
21,4.18,47.2,9.2,3,2,1,78.2
20,2.44,42.2,8.3,1,2,1,19.599
22,6.33,79.6,6.4,2,1,2,83.8
24,2.6,76.1,9.3,2,1,1,65.3
21,5.87,85.8,8.7,3,2,3,97.5
23,1.28,92.4,6.6,3,1,2,64.9
21,0.54,79.8,6.3,1,2,3,19.599
24,0.83,78.1,7.1,3,2,3,64.3
20,2.08,71.2,9.3,3,3,3,50.3
20,6.8,74,9,2,1,2,71.5
20,1.2,98.4,4.3,1,2,1,24.4
24,0.27,42.8,8.1,2,1,2,35.2
21,6.83,72.6,7,3,1,2,88.3
18,3,54.9,4.9,2,2,3,49.6
17,4.71,83.5,4.1,1,1,3,53.6
21,0.67,84.9,6.5,2,2,3,50.7
23,7.26,55.9,5.4,3,1,2,68.9
20,4.04,85.5,5.5,2,1,1,89
21,0.72,78.6,7.7,1,3,3,53.3
23,5.07,96.8,7,2,1,3,100
21,2.92,88.9,5.3,3,2,2,73.7
24,2.83,86.3,9.4,1,1,3,59.2
22,3.27,48.4,7,3,3,2,47
22,4.06,99.2,4.6,3,3,3,89.6
23,4.95,87.8,5.2,3,3,1,69.4
22,1.17,90.6,9.8,2,2,2,68.7
17,6.03,85.1,6.9,3,1,3,89.3
20,0.22,91.3,8.4,2,2,2,68.3
18,5.59,76.5,9.9,1,2,1,75.9
21,1.47,40.8,6,2,2,1,21.4
18,3.57,67.8,4.2,3,1,2,76.3
21,4.49,54.9,7.6,3,2,3,74.6
19,5.18,58.7,4.1,2,2,3,56.3
17,6.33,56.5,6.4,1,1,3,73.1
17,4.13,77.9,5.2,2,3,1,53
21,7.04,87.3,9.2,2,2,2,84
17,7.64,92.2,4.5,3,2,1,94.5
23,7.81,92.4,9.3,1,3,1,98.8
23,2.56,41.2,6.5,3,2,2,50.7
22,0.26,85.3,6.8,1,1,3,41.2
18,5.73,95.8,4.1,1,2,2,66.9
23,2.02,86.4,8.3,3,1,2,63.2
22,6.14,47,8.2,2,2,2,79.6
20,0.08,97.4,8,3,2,3,47
17,6.22,70.1,5.1,3,1,2,74.1
21,0.56,74.5,6.6,3,2,3,52.1
23,7.03,57,9,2,2,1,64.3
17,5.21,90.8,4.1,1,1,1,76.2
17,1.29,92.6,8.5,3,2,1,82.7
20,4.06,89,8.5,3,3,3,88
21,4.04,52.4,9.6,1,3,3,46.9
20,7.03,47.6,7.4,2,1,1,81.7
20,4.26,98.6,5.9,2,2,1,71.2
19,4.4,92.3,4.4,2,1,3,62.1
17,2.55,91.4,9.2,2,2,1,52.9
17,5.83,86.8,7.3,2,3,2,69.2
17,0.4,46.4,5.9,2,2,2,28.5
22,7.74,70.9,9.1,1,2,3,72
23,4.85,46.9,8.2,2,2,2,52.6
20,6.77,65.4,4.5,2,2,2,76.8
17,6.25,49.7,7.9,3,3,1,64.4
20,1.75,68.8,9,2,2,1,54.5
24,2.31,80.3,5.5,3,2,3,49.7
18,2.22,90.5,5.3,2,2,2,59.8
20,1.8,44.8,9.7,1,1,2,43.5
21,0.13,93.5,8.3,3,1,1,56.8
19,6.62,51.4,9.3,2,1,2,69.6
20,4.3,96.6,6.2,2,2,2,79.6
20,4.73,68.9,9.5,2,3,2,75.8
20,3.93,43.4,7.5,3,2,1,51.4
22,0.99,87.5,7.4,1,2,2,52.8
21,3.49,42.8,5.6,2,3,3,54
17,2.35,77.6,4.1,2,2,3,57.3
17,7.14,87.8,7.2,3,3,1,82.1
20,5.61,67.8,9.9,2,3,3,84.5
24,1.3,80.9,6.4,2,1,1,28.7
17,5.62,74.4,9.6,2,3,3,77.8
17,4.39,44.2,4.4,2,3,2,50.8
22,0.65,81.6,5.3,1,1,2,26.3
20,0.56,97.2,5.7,1,1,2,26.3
18,1.18,60.6,6.2,1,2,2,41.6
18,6.48,47.6,7.3,3,2,3,81.5
22,6.64,55.4,9,3,3,2,70.9
21,4.87,78.1,7.4,2,1,1,74.9
22,0.13,99,4.7,2,3,2,46.2
19,2.54,88.7,4.2,1,2,2,45.7
21,3.21,86.9,8.2,3,2,1,63.2
23,2.28,61.6,8.3,2,2,3,49.9
19,4.65,76.6,4.1,3,3,2,79.5
20,0.5,64.3,4.5,3,2,1,36.9
18,0.16,43.5,9.3,1,2,2,19.599
22,4.7,69.5,7.5,3,2,3,90.8
17,2.12,72.9,6.8,1,2,3,54.6
18,5.49,90.9,4.5,1,2,3,88.8
22,6.22,85.8,5.7,2,3,2,76.4
17,4.89,67.2,8.3,1,3,1,51.4
24,7.91,69.9,7.4,2,1,1,65.8
20,5.14,87.6,7.3,1,1,1,62.5
20,6.18,57.3,8.8,1,2,3,100
21,5.13,61.6,8.4,2,2,2,67.5
22,6.44,94.2,5.7,1,1,3,89.6
20,3.12,85.6,9.5,2,3,2,58.3
24,3.47,96.6,7.6,3,2,2,69.4
24,2.68,92.7,4.8,3,1,2,62.7
18,4.61,85.7,7.1,3,2,3,95.8
22,3,55.7,6.5,3,2,3,63.2
19,7.9,71.3,8.8,3,3,2,100
24,4.82,65,9.6,1,3,1,50.7
19,2.69,63.4,5.3,1,1,1,37
19,4.07,86.7,8.3,1,3,2,68.5
22,6.24,63.3,7.2,3,2,3,85.3
23,6.45,48.9,9.4,3,2,1,79
18,5.1,60.9,4.4,2,1,3,78.4
21,0.08,88.4,8.3,3,2,2,63.1
19,6.95,70.5,9.8,1,1,2,86.7
21,7.28,40.8,7.5,3,2,3,74.2
21,6.97,77.4,5.8,3,3,3,83.6
24,5.37,50.5,8,3,2,1,57.9
24,0.22,46.5,4.1,2,1,1,28.9
22,7.61,58.3,7.3,3,1,3,99.1
22,0.54,86.2,6.3,2,2,2,64
24,1.2,43,4.7,2,2,3,47.9
18,5.02,52.4,9.5,3,2,2,57.4
22,3.69,52.2,6.9,2,3,1,66.1
23,6.04,89.4,9.3,1,1,2,78
18,5.07,55,5.5,3,1,1,63
24,0.08,74.8,5.9,2,2,1,30.4
22,5.14,47.6,9.9,3,2,3,76.2
19,6.87,87.5,7.3,3,2,1,98.5
20,6.82,55.6,6.3,1,2,2,64.7
20,1.26,67.7,8.5,2,1,3,46.3
24,2.78,59.9,4.3,2,3,3,44.3
24,0.96,79.4,8.6,1,2,3,57.3
23,6.01,55.5,4.9,1,2,2,71.3
22,5.02,40.6,4.1,2,3,3,54.8
17,3.88,71.5,9.9,1,1,2,62.2
24,2.4,98.5,5.2,1,1,2,69.5
18,6.3,89.9,9.4,3,1,2,100
18,6.33,99.4,7,3,2,3,81.3
17,3.93,66.7,5,1,2,3,59.6
24,1,74.1,7.1,3,3,1,46.5
20,3.72,87.9,5.2,1,1,2,73.4
18,7.17,60.2,4.5,3,2,2,74.9
17,4.67,46.8,5.8,1,1,1,40.6
20,6.03,50.1,6.9,3,1,1,69.8
22,2.36,97.8,8,1,2,1,47
24,2.75,87.4,6,1,3,2,69.6
21,0.94,57.3,5.8,1,2,1,48
21,2.74,86.8,6.7,1,2,2,50.6
23,1.36,82.3,6.7,2,2,1,61
24,4.31,68.2,9,2,3,1,71.7
19,3.15,41.4,4.6,1,1,1,30.8
24,6.69,83.7,4.5,3,2,1,86.2
21,3.06,57.4,7.1,3,2,2,71.4
24,1.7,56.3,7.5,2,3,3,38
17,0.67,71.6,5.8,1,1,3,34.7
17,2.02,56,5.3,1,1,1,33.4
24,5.58,83,9.2,3,2,2,81.2
22,5.01,57.5,5.3,1,3,2,48.1
18,4.96,88.4,7.9,3,2,2,99.5
24,6.87,66.2,8.2,1,2,3,82.9
17,2.02,71,7.5,2,2,1,39.8
22,3.77,42.1,6.4,1,2,2,50.4
18,1.35,41.2,8.9,2,1,2,31.3
17,1.75,52.7,6.6,2,3,1,31.9
23,2.97,60.9,4.5,2,2,2,51.4
23,5.66,50.6,4.1,1,2,2,37.8
17,6.67,70.1,9.5,2,2,2,81.8
17,2.46,76.1,9,3,1,2,59.5
21,3.18,88.2,9.3,1,3,3,69.5
17,7.1,70.8,5.5,3,2,1,74.8
22,6.24,62,5.6,2,2,2,70.8
24,5.52,95.4,7.6,2,2,1,61.9
23,3.26,66.1,9.4,3,1,3,87
18,2.73,56.9,9.3,3,2,2,62.3
18,5.79,44.6,5.9,1,2,1,57.2
22,0.75,51.1,9.2,3,3,1,25.1
17,4.35,81.5,6.3,2,1,1,72.6
21,0.49,51.9,5.1,1,2,2,20.8
20,4.99,61.9,4.9,3,1,1,61.7
22,4.55,41.6,7.5,2,2,3,73.8
18,0.48,62.7,4.4,2,2,3,37
23,3.36,78.9,7.4,1,2,2,59.6
22,1.54,53.2,4.1,2,2,1,49.5
18,6.38,40.6,5.4,2,3,3,68
19,7.31,90,9.3,2,1,2,90.1
17,2.52,83.3,9.4,3,2,3,76.7
20,0.23,99.4,8.1,2,2,3,58.6
19,7.18,48.1,4.6,2,1,1,62.8
17,6.76,80.6,9.5,3,2,2,93.9
21,6.37,55.4,5.6,2,2,2,86
21,2.85,70.1,4.5,3,3,2,50.9
17,0.64,84.8,6.1,1,3,3,50.1
18,7.8,50.1,5,1,2,2,89.6
17,3.95,67.9,8.2,1,2,1,59.2
22,2.85,56.1,6,3,1,2,51.2
19,6.22,49.3,7.6,3,1,1,58.5
17,5.37,83.4,9.8,1,2,2,68.4
18,0.33,55.5,6.7,2,1,1,21.5
24,7.67,71.8,5.9,2,2,3,80.3
19,4.45,81.6,7.6,2,1,1,76.8
22,1.51,66.6,7.7,3,1,2,61.4
20,0.13,48,7.4,1,1,1,40.6
18,4.42,40.7,4.6,3,2,3,54.1
19,4.75,62.9,4.1,3,3,1,57
17,0.8,99.4,9.2,2,3,2,41.3
22,4.36,98.4,5.2,3,3,3,89.4
19,3.45,66.9,4.2,1,1,1,69.8
20,3.5,65,7.5,2,1,2,54.9
18,7.8,78.8,4.9,2,1,1,98.6
23,2.37,90,9.8,1,2,2,63.5
18,7.07,74.7,8.1,3,1,2,99.2
21,2.76,83.4,9.9,1,2,1,50.4
23,1.44,41.4,8.9,3,1,3,62.1
22,1.22,92.7,5.9,3,1,3,72.2
21,7.53,72.3,8.1,1,2,3,84.8
24,0.19,69.5,6.6,1,1,3,41
18,1.75,53,5.4,2,1,2,41.4
24,2.72,48.2,7.3,2,3,1,41.9
21,5.25,62.1,9.6,2,1,2,83
20,3.01,95.2,4.1,3,2,1,60.9
19,0.16,73.6,9.5,3,2,1,52.3
22,4.14,64.7,5.5,1,2,3,76.1
24,7.08,48.4,4.5,1,2,3,57.2
22,7.09,43.7,9.9,2,2,1,73.5
17,7.91,76.4,4.7,3,1,2,81.2
20,2.74,97.5,9.8,1,2,1,57.6
22,0.98,66.9,7.6,2,3,2,38.9
20,0.56,54.2,9.1,1,1,1,32.3
23,6.94,62.6,7.8,1,1,2,62.2
22,5.99,70.6,4.2,1,2,3,61.9
17,5.02,85.2,8.6,1,2,1,62.4
21,3.97,67.2,8.4,3,2,2,62.2
18,3.66,95.6,5,2,3,3,79.1
20,3.95,78.4,4.5,3,1,3,82.1
20,2.91,47.2,6.3,1,2,3,57
23,3.8,46.9,4.1,2,2,2,55.3
23,1.68,73.1,4.1,1,2,2,38.6
20,0.94,88.2,9,3,2,1,53.4
21,1.69,72,8.9,3,2,2,54.3
22,7.77,88.2,6.8,3,3,1,98.3
22,7.91,44.8,6.7,1,2,3,88.4
22,6.01,59.7,6.2,1,2,3,71.7
23,6.7,42.9,4.9,1,3,3,75.8
24,0.83,61.4,7.9,1,2,1,48.9
23,0.98,74.1,6,1,2,1,32
18,0.74,95.5,5.8,3,3,2,68.2
20,0.51,67.6,4.5,3,1,2,55
20,5.98,62.5,7.3,2,2,2,71.6
21,0.45,80.8,9.9,2,1,2,54.5
21,7.59,83.1,9.5,1,3,1,68.3
22,5.23,50.3,5.1,3,3,3,53.4
20,1.37,82,6.8,2,3,2,55.1
19,6.54,72.4,6.8,3,2,3,86.2
20,6.59,70.6,6.2,1,3,3,90.5
23,4.51,98.9,5.5,3,2,3,77.2
19,0.73,86.3,8.5,2,2,3,49.7
17,3.21,88.9,6.3,2,2,2,51.4
24,4.39,89.3,8.7,3,2,3,86.8
18,5.95,78.9,4.4,2,1,1,63
21,2.39,41.5,9.4,1,2,3,37.6
23,6.99,62.1,8.5,1,1,2,96.5
19,2.01,86,6,2,2,1,59.5
19,7.91,50.8,8.3,3,2,1,75.2
19,0.92,97.4,7.5,3,2,2,66.3
18,6.66,40.6,5.6,1,2,2,55
18,1.06,73.5,6.1,1,3,1,41.1
18,6.07,45.1,7.4,3,2,2,81.2
20,6.9,85.6,7,3,2,2,66.2
21,2.5,77,5.3,3,2,2,54.4
17,0.81,64.3,9.1,1,2,1,36.5
23,7.91,46.1,9.7,2,2,2,83
22,7.77,67.1,8.1,3,2,1,83.9
